"","target_id","sample","est_counts","tpm","eff_len","len"
"27","NGO0006","SQ3",36212.6434907033,573.914480846004,2587.99998855324,2637
"28","NGO0006","SQ4",29915.6104258558,473.924400211148,2587.99998855324,2637
"29","NGO0006","SQ5",35974.1499129399,569.722635173137,2587.99998855324,2637
"30","NGO0006","SQ6",34981.4048438801,553.823021074996,2587.99998855324,2637
"31","NGO0007","SQ1",1197.52459041092,55.7455365141221,880.999988553241,930
"32","NGO0007","SQ2",1435.84904813879,66.9118265080061,880.999988553241,930
"33","NGO0007","SQ3",1343.17272098265,62.5327004707191,880.999988553241,930
"34","NGO0007","SQ4",1094.94439068359,50.9555660602346,880.999988553241,930
"35","NGO0007","SQ5",1349.41468591508,62.777892772481,880.999988553241,930
"36","NGO0007","SQ6",769.530000081337,35.7888448073057,880.999988553241,930
"37","NGO0011","SQ1",1761.8208844251,274.730949051012,262.999988553241,312
"38","NGO0011","SQ2",1847.87529673514,288.460886133,262.999988553241,312
"39","NGO0011","SQ3",1558.56637278497,243.064086996352,262.999988553241,312
"40","NGO0011","SQ4",2603.77467234489,405.903820233274,262.999988553241,312
"41","NGO0011","SQ5",1725.58997989633,268.917512277328,262.999988553241,312
"42","NGO0011","SQ6",3172.99356197921,494.323763977299,262.999988553241,312
"43","NGO0016","SQ1",17864.2014802045,2425.92988167642,301.999988553241,351
"44","NGO0016","SQ2",18615.2032185099,2530.64285579147,301.999988553241,351
"45","NGO0016","SQ3",19005.4521687726,2581.2050372518,301.999988553241,351
"46","NGO0016","SQ4",17790.915910684,2415.27647136483,301.999988553241,351
"47","NGO0016","SQ5",16075.8885566954,2181.75140690377,301.999988553241,351
"48","NGO0016","SQ6",11549.9776724537,1567.01172473278,301.999988553241,351
"49","NGO0017","SQ1",10966.270614333,620.32962368018,724.999988553241,774
"50","NGO0017","SQ2",12140.5050262816,687.493753592479,724.999988553241,774
"51","NGO0017","SQ3",13298.0726874261,752.318820651269,724.999988553241,774
"52","NGO0017","SQ4",12933.9340930537,731.422159974296,724.999988553241,774
"53","NGO0017","SQ5",12123.1415382611,685.353097938785,724.999988553241,774
"54","NGO0017","SQ6",10409.1523755294,588.26822945133,724.999988553241,774
"55","NGO0018","SQ1",173.005809901352,14.8124448747444,478.999988553241,528
"56","NGO0018","SQ2",178.366341383701,15.2878849042009,478.999988553241,528
"57","NGO0018","SQ3",139.177436549189,11.9174833537262,478.999988553241,528
"58","NGO0018","SQ4",225.475149562488,19.2991708499805,478.999988553241,528
"59","NGO0018","SQ5",187.672442471882,16.0583976292343,478.999988553241,528
"60","NGO0018","SQ6",282.278127883717,24.145697375591,478.999988553241,528
"61","NGO0019","SQ1",489.957860072189,33.0488780311684,607.999988553241,657
"62","NGO0019","SQ2",490.507438805177,33.1216550788705,607.999988553241,657
"63","NGO0019","SQ3",470.55228547583,31.7435533616758,607.999988553241,657
"64","NGO0019","SQ4",543.611319493121,36.6572929679028,607.999988553241,657
"65","NGO0019","SQ5",570.491008753022,38.4576229641041,607.999988553241,657
"66","NGO0019","SQ6",880.801461280312,59.3570738436894,607.999988553241,657
"67","NGO0020","SQ1",229.773341275233,34.2664036230909,274.999988553241,324
"68","NGO0020","SQ2",146.260399934635,21.8355474149853,274.999988553241,324
"69","NGO0020","SQ3",230.857811418893,34.4320691825371,274.999988553241,324
"70","NGO0020","SQ4",134.358479533811,20.0312418702007,274.999988553241,324
"71","NGO0020","SQ5",163.590580384782,24.3816347924386,274.999988553241,324
"72","NGO0020","SQ6",197.946073080283,29.4925444421234,274.999988553241,324
"73","NGO0021","SQ1",479.820800898281,9.24283019491444,2128.99998855324,2178
"74","NGO0021","SQ2",518.15422171965,9.99202208115632,2128.99998855324,2178
"75","NGO0021","SQ3",470.55228547583,9.06532653090965,2128.99998855324,2178
"76","NGO0021","SQ4",501.913860327455,9.6656040408302,2128.99998855324,2178
"77","NGO0021","SQ5",513.192785166474,9.87966201041846,2128.99998855324,2178
"78","NGO0021","SQ6",843.320548034341,16.2298703668679,2128.99998855324,2178
"79","NGO0022","SQ1",254.778087237538,37.9953946056037,274.999988553241,324
"80","NGO0022","SQ2",250.604709644099,37.4133464854322,274.999988553241,324
"81","NGO0022","SQ3",212.07990331305,31.6313745600341,274.999988553241,324
"82","NGO0022","SQ4",216.209047525673,32.2341823198632,274.999988553241,324
"83","NGO0022","SQ5",216.736758783899,32.3025719838907,274.999988553241,324
"84","NGO0022","SQ6",306.874977201385,45.7221694901557,274.999988553241,324
"85","NGO0023","SQ1",167.599378341935,7.44684423810407,922.999988553241,972
"86","NGO0023","SQ2",298.763621817699,13.2891138838145,922.999988553241,972
"87","NGO0023","SQ3",162.373675974054,7.21547873342202,922.999988553241,972
"88","NGO0023","SQ4",288.79351348072,12.828066687493,922.999988553241,972
"89","NGO0023","SQ5",156.947308084893,6.96930353627662,922.999988553241,972
"90","NGO0023","SQ6",313.902648435005,13.9344975021354,922.999988553241,972
"91","NGO0025","SQ1",100.018983849219,4.51749995785837,907.999988553241,957
"92","NGO0025","SQ2",1864.82009916659,84.3181562798978,907.999988553241,957
"93","NGO0025","SQ3",109.353700145791,4.93968054450975,907.999988553241,957
"94","NGO0025","SQ4",1508.8302816613,68.1286869373676,907.999988553241,957
"95","NGO0025","SQ5",93.0058121984549,4.19818382463775,907.999988553241,957
"96","NGO0025","SQ6",2218.40155274589,100.104210612626,907.999988553241,957
"97","NGO0026","SQ1",2983.6744168534,62.2083432657337,1966.99998855324,2016
"98","NGO0026","SQ2",3393.4196448249,70.8277124638003,1966.99998855324,2016
"99","NGO0026","SQ3",3233.11394269426,67.4167600197633,1966.99998855324,2016
"100","NGO0026","SQ4",2867.85858039411,59.7762744818078,1966.99998855324,2016
"101","NGO0026","SQ5",3739.33189580038,77.9160380370082,1966.99998855324,2016
"102","NGO0026","SQ6",3893.32986342521,81.0988827766679,1966.99998855324,2016
"103","NGO0027","SQ1",6212.66566571535,201.89250377397,1261.99998855324,1311
"104","NGO0027","SQ2",5868.25263152375,190.905945658997,1261.99998855324,1311
"105","NGO0027","SQ3",4920.91650656062,159.932921026095,1261.99998855324,1311
"106","NGO0027","SQ4",5605.99173227281,182.12458372923,1261.99998855324,1311
"107","NGO0027","SQ5",6543.62321539129,212.518204426182,1261.99998855324,1311
"108","NGO0027","SQ6",8244.62963557462,267.676242892961,1261.99998855324,1311
"109","NGO0028","SQ1",5712.57074646926,616.523407786333,379.999988553241,429
"110","NGO0028","SQ2",6185.74471918674,668.310697373466,379.999988553241,429
"111","NGO0028","SQ3",5880.79898561812,634.751849790199,379.999988553241,429
"112","NGO0028","SQ4",6662.32736446967,718.816198408637,379.999988553241,429
"113","NGO0028","SQ5",5745.60013036705,619.710733727879,379.999988553241,429
"114","NGO0028","SQ6",5464.01438413917,589.150537465366,379.999988553241,429
"115","NGO0029","SQ1",9042.25678312536,625.350805063005,592.999988553241,642
"116","NGO0029","SQ2",8894.23761309823,615.777825802243,592.999988553241,642
"117","NGO0029","SQ3",9299.4828437113,643.213774689712,592.999988553241,642
"118","NGO0029","SQ4",11557.9179405867,799.098640709223,592.999988553241,642
"119","NGO0029","SQ5",9352.06658016963,646.383273113603,592.999988553241,642
"120","NGO0029","SQ6",11385.9986770025,786.709639917949,592.999988553241,642
"121","NGO0030","SQ1",3472.95647298066,206.719615167151,688.999988553241,738
"122","NGO0030","SQ2",3289.96716682236,196.038943058013,688.999988553241,738
"123","NGO0030","SQ3",3138.11981933529,186.810606716398,688.999988553241,738
"124","NGO0030","SQ4",3570.53798485254,212.466230628046,688.999988553241,738
"125","NGO0030","SQ5",3447.85832364272,205.100822274071,688.999988553241,738
"126","NGO0030","SQ6",3361.569406748,199.903729088252,688.999988553241,738
"127","NGO0031","SQ1",2917.44563025054,305.223718606285,391.999988553241,441
"128","NGO0031","SQ2",3208.81048149277,336.068661668457,391.999988553241,441
"129","NGO0031","SQ3",3083.99526067727,322.685069694223,391.999988553241,441
"130","NGO0031","SQ4",3232.32526050881,338.068317388059,391.999988553241,441
"131","NGO0031","SQ5",3043.44912238694,318.212471008164,391.999988553241,441
"132","NGO0031","SQ6",2922.33995464678,305.451814454051,391.999988553241,441
"133","NGO0032","SQ1",11467.041337524,747.656826149607,628.999988553241,678
"134","NGO0032","SQ2",9509.601490872,620.699911529047,628.999988553241,678
"135","NGO0032","SQ3",10458.1902321248,681.957207311611,628.999988553241,678
"136","NGO0032","SQ4",11445.1803658054,746.014852185721,628.999988553241,678
"137","NGO0032","SQ5",10036.3236270583,653.975116247042,628.999988553241,678
"138","NGO0032","SQ6",10448.9758458533,680.645716138929,628.999988553241,678
"139","NGO0033","SQ1",913.686933541516,46.3180706646656,808.999988553241,858
"140","NGO0033","SQ2",648.361650929752,32.9032507537026,808.999988553241,858
"141","NGO0033","SQ3",935.581656802883,47.433416492616,808.999988553241,858
"142","NGO0033","SQ4",623.917537145514,31.61943808354,808.999988553241,858
"143","NGO0033","SQ5",759.824269299877,38.4947807099417,808.999988553241,858
"144","NGO0033","SQ6",582.125433851483,29.4826208181418,808.999988553241,858
"145","NGO0034","SQ1",91554.5394390065,3695.62368204288,1015.99998855324,1065
"146","NGO0034","SQ2",89474.7996600126,3615.57216982206,1015.99998855324,1065
"147","NGO0034","SQ3",120808.224090356,4877.01420971111,1015.99998855324,1065
"148","NGO0034","SQ4",101979.630316502,4115.24030469663,1015.99998855324,1065
"149","NGO0034","SQ5",100259.435140897,4044.53645982731,1015.99998855324,1065
"150","NGO0034","SQ6",106506.700102582,4295.17886417323,1015.99998855324,1065
"151","NGO0035","SQ1",1170.49243261384,55.239584313635,868.999988553241,918
"152","NGO0035","SQ2",1023.82279954244,48.3698821379763,868.999988553241,918
"153","NGO0035","SQ3",1230.50527234759,58.0784385833601,868.999988553241,918
"154","NGO0035","SQ4",1175.25060833598,55.4480380819988,868.999988553241,918
"155","NGO0035","SQ5",1057.94111375742,49.8975162914885,868.999988553241,918
"156","NGO0035","SQ6",1261.4669864347,59.4776972893881,868.999988553241,918
"157","NGO0036","SQ1",15504.9699084638,340.952325133361,1864.99998855324,1914
"158","NGO0036","SQ2",13602.217193921,299.433836633134,1864.99998855324,1914
"159","NGO0036","SQ3",12889.3770404166,283.468181905474,1864.99998855324,1914
"160","NGO0036","SQ4",17607.1382202871,387.066343877805,1864.99998855324,1914
"161","NGO0036","SQ5",14831.9358185411,325.95392001421,1864.99998855324,1914
"162","NGO0036","SQ6",17199.0540657448,377.853766789238,1864.99998855324,1914
"163","NGO0037","SQ1",9776.85567126118,313.249798664536,1279.99998855324,1329
"164","NGO0037","SQ2",7393.28485035439,237.135992723067,1279.99998855324,1329
"165","NGO0037","SQ3",9789.91762012273,313.704172688399,1279.99998855324,1329
"166","NGO0037","SQ4",6605.18640190931,211.568293253341,1279.99998855324,1329
"167","NGO0037","SQ5",11414.8026292854,365.506954903547,1279.99998855324,1329
"168","NGO0037","SQ6",6036.76958967916,193.238057040048,1279.99998855324,1329
"169","NGO0040","SQ1",9090.23886321518,302.598070004713,1231.99998855324,1281
"170","NGO0040","SQ2",8596.36582298745,286.466728451309,1231.99998855324,1281
"171","NGO0040","SQ3",9088.507523228,302.575034254999,1231.99998855324,1281
"172","NGO0040","SQ4",10036.7328562096,334.008201727157,1231.99998855324,1281
"173","NGO0040","SQ5",10547.8555941498,350.905904550458,1231.99998855324,1281
"174","NGO0040","SQ6",11574.5745217713,384.93939501486,1231.99998855324,1281
"175","NGO0042","SQ1",1848.32378937577,147.187997287741,514.999988553241,564
"176","NGO0042","SQ2",1519.68122858913,121.147730525462,514.999988553241,564
"177","NGO0042","SQ3",1913.13746113647,152.366741613022,514.999988553241,564
"178","NGO0042","SQ4",1379.1048531459,109.79069583424,514.999988553241,564
"179","NGO0042","SQ5",2066.05768526568,164.42673304808,514.999988553241,564
"180","NGO0042","SQ6",1193.53283117638,94.9566048828568,514.999988553241,564
"181","NGO0043","SQ1",7317.60511567125,357.691464675768,838.999988553241,888
"182","NGO0043","SQ2",3879.46792509549,189.836716650807,838.999988553241,888
"183","NGO0043","SQ3",6848.41354448391,334.795218239645,838.999988553241,888
"184","NGO0043","SQ4",4223.79817844797,206.403317716211,838.999988553241,888
"185","NGO0043","SQ5",7951.99694296789,388.464604743545,838.999988553241,888
"186","NGO0043","SQ6",5787.28726088567,282.625349655714,838.999988553241,888
"187","NGO0044","SQ1",19871.3391966381,620.674605122696,1312.99998855324,1362
"188","NGO0044","SQ2",13821.607793823,432.179184900275,1312.99998855324,1362
"189","NGO0044","SQ3",24713.9362329489,772.019772457035,1312.99998855324,1362
"190","NGO0044","SQ4",15063.5932111815,470.36968828459,1312.99998855324,1362
"191","NGO0044","SQ5",25919.5572870569,809.096013611518,1312.99998855324,1362
"192","NGO0044","SQ6",14201.7522846061,443.174984962393,1312.99998855324,1362
"193","NGO0045","SQ1",3892.63072278042,386.540254835871,412.999988553241,462
"194","NGO0045","SQ2",2635.36269394418,261.975306669067,412.999988553241,462
"195","NGO0045","SQ3",4101.31604688206,407.30938924626,412.999988553241,462
"196","NGO0045","SQ4",2843.1489749626,282.244213542228,412.999988553241,462
"197","NGO0045","SQ5",5282.23188744975,524.209186322007,412.999988553241,462
"198","NGO0045","SQ6",2562.75744319325,254.246797770833,412.999988553241,462
"199","NGO0046","SQ1",1329.98216361664,260.976328237872,208.999988553241,258
"200","NGO0046","SQ2",1103.19582145819,216.708701118262,208.999988553241,258
"201","NGO0046","SQ3",1280.21149968659,251.238785615205,208.999988553241,258
"202","NGO0046","SQ4",1173.70625799651,230.244162454063,208.999988553241,258
"203","NGO0046","SQ5",1424.98190832633,279.447541101925,208.999988553241,258
"204","NGO0046","SQ6",965.133516083746,189.207855339053,208.999988553241,258
"205","NGO0047","SQ1",2157.84199615241,89.2091777043364,991.999988553241,1041
"206","NGO0047","SQ2",1913.87084304711,79.2083492283652,991.999988553241,1041
"207","NGO0047","SQ3",2020.28199562275,83.5317442701981,991.999988553241,1041
"208","NGO0047","SQ4",2077.15120658593,85.8483426473314,991.999988553241,1041
"209","NGO0047","SQ5",2108.40854617747,87.1124654125326,991.999988553241,1041
"210","NGO0047","SQ6",2945.76552542551,121.670287961121,991.999988553241,1041
"211","NGO0048","SQ1",49755.389641317,644.308160649928,3166.99998855324,3216
"212","NGO0048","SQ2",54775.4116072275,710.080507864705,3166.99998855324,3216
"213","NGO0048","SQ3",78376.7792681291,1015.05733802995,3166.99998855324,3216
"214","NGO0048","SQ4",61699.8847624692,798.75163708454,3166.99998855324,3216
"215","NGO0048","SQ5",75176.0997545886,972.901633697742,3166.99998855324,3216
"216","NGO0048","SQ6",78844.6148485162,1020.05127256596,3166.99998855324,3216
"217","NGO0049","SQ1",10783.1277452577,911.81048967777,484.999988553241,534
"218","NGO0049","SQ2",14543.9914764269,1231.15259903275,484.999988553241,534
"219","NGO0049","SQ3",20158.6366430373,1704.78907014624,484.999988553241,534
"220","NGO0049","SQ4",15512.999159967,1311.38288337276,484.999988553241,534
"221","NGO0049","SQ5",17401.2213805234,1470.5344671464,484.999988553241,534
"222","NGO0049","SQ6",9830.54077729476,830.488663288101,484.999988553241,534
"223","NGO0050","SQ1",199.362163753511,23.9767290971852,340.999988553241,390
"224","NGO0050","SQ2",448.591348580007,54.0090492783844,340.999988553241,390
"225","NGO0050","SQ3",375.55816211686,45.1724935474126,340.999988553241,390
"226","NGO0050","SQ4",276.438710764968,33.2368582302472,340.999988553241,390
"227","NGO0050","SQ5",337.976478256885,40.6227496339304,340.999988553241,390
"228","NGO0050","SQ6",159.293881295376,19.1400363228421,340.999988553241,390
"229","NGO0053","SQ1",21257.4130876837,803.493264921162,1084.99998855324,1134
"230","NGO0053","SQ2",33857.498921454,1281.13572824134,1084.99998855324,1134
"231","NGO0053","SQ3",30182.7258230682,1140.98503659486,1084.99998855324,1134
"232","NGO0053","SQ4",41175.468750925,1555.90934255502,1084.99998855324,1134
"233","NGO0053","SQ5",31951.6485353567,1206.98185458404,1084.99998855324,1134
"234","NGO0053","SQ6",41230.1758491067,1556.98160378377,1084.99998855324,1134
"235","NGO0055","SQ1",74800.5157599359,991.163961690838,3094.99998855324,3144
"236","NGO0055","SQ2",57382.5582887732,761.183311383393,3094.99998855324,3144
"237","NGO0055","SQ3",65962.2062953554,874.149564543279,3094.99998855324,3144
"238","NGO0055","SQ4",74600.3051820841,988.22405827056,3094.99998855324,3144
"239","NGO0055","SQ5",81011.15384546,1072.8064364779,3094.99998855324,3144
"240","NGO0055","SQ6",82423.3688625577,1091.15824181244,3094.99998855324,3144
"241","NGO0056","SQ1",35013.402386676,1392.7629865906,1030.99998855324,1080
"242","NGO0056","SQ2",37013.6913322386,1473.91942226089,1030.99998855324,1080
"243","NGO0056","SQ3",38847.0735396701,1545.4354537244,1030.99998855324,1080
"244","NGO0056","SQ4",44593.1160521701,1773.30986678167,1030.99998855324,1080
"245","NGO0056","SQ5",29457.0997867481,1171.03137146112,1030.99998855324,1080
"246","NGO0056","SQ6",44622.1984978671,1773.33314362674,1030.99998855324,1080
"247","NGO0057","SQ1",443.327387872215,39.4389377937282,460.999988553241,510
"248","NGO0057","SQ2",394.189614457978,35.1054275397801,460.999988553241,510
"249","NGO0057","SQ3",525.781426963604,46.7794972475018,460.999988553241,510
"250","NGO0057","SQ4",452.494649464444,40.24278272085,460.999988553241,510
"251","NGO0057","SQ5",362.058340343985,32.1895455973842,460.999988553241,510
"252","NGO0057","SQ6",343.184611908419,30.5017613948935,460.999988553241,510
"253","NGO0058","SQ1",3786.52950342686,472.00546220123,328.999988553241,378
"254","NGO0058","SQ2",3536.11271793186,441.265750796057,328.999988553241,378
"255","NGO0058","SQ3",3019.92945655145,376.488867788797,328.999988553241,378
"256","NGO0058","SQ4",5252.33550453439,654.533753001307,328.999988553241,378
"257","NGO0058","SQ5",3099.916936936,386.181422955976,328.999988553241,378
"258","NGO0058","SQ6",9247.24406490434,1151.63396547613,328.999988553241,378
"259","NGO0059","SQ1",629.173472727183,57.0865164276548,451.999988553241,501
"260","NGO0059","SQ2",524.39704366808,47.6312319157584,451.999988553241,501
"261","NGO0059","SQ3",751.116324233719,68.1584963393186,451.999988553241,501
"262","NGO0059","SQ4",509.635612024801,46.2271175386583,451.999988553241,501
"263","NGO0059","SQ5",503.22787671664,45.6313662001952,451.999988553241,501
"264","NGO0059","SQ6",432.2017808676,39.1783512918635,451.999988553241,501
"265","NGO0060","SQ1",2145.0017211988,135.964313513077,646.999988553241,696
"266","NGO0060","SQ2",2081.53520394779,132.083780420802,646.999988553241,696
"267","NGO0060","SQ3",1710.99880329122,108.46675727508,646.999988553241,696
"268","NGO0060","SQ4",1990.66758757566,126.144971344396,646.999988553241,696
"269","NGO0060","SQ5",1655.83562074749,104.893880529925,646.999988553241,696
"270","NGO0060","SQ6",2028.65442943817,128.470030835042,646.999988553241,696
"271","NGO0062","SQ1",8090.04902472299,203.797249394724,1627.99998855324,1677
"272","NGO0062","SQ2",6840.34919206492,172.501898153512,1627.99998855324,1677
"273","NGO0062","SQ3",6639.64738966013,167.27916130253,1627.99998855324,1677
"274","NGO0062","SQ4",8118.64973458902,204.458362202573,1627.99998855324,1677
"275","NGO0062","SQ5",7484.47665486316,188.427482149722,1627.99998855324,1677
"276","NGO0062","SQ6",12339.4194076969,310.554878607731,1627.99998855324,1677
"277","NGO0063","SQ1",15252.8950370059,599.74901068451,1042.99998855324,1092
"278","NGO0063","SQ2",15761.3417563707,620.410137562034,1042.99998855324,1092
"279","NGO0063","SQ3",19909.0009235126,782.918196402975,1042.99998855324,1092
"280","NGO0063","SQ4",15733.8412585111,618.480385136058,1042.99998855324,1092
"281","NGO0063","SQ5",17973.3732073514,706.289082158186,1042.99998855324,1092
"282","NGO0063","SQ6",18033.0043854677,708.405317423679,1042.99998855324,1092
"283","NGO0064","SQ1",1013.03011344581,217.515683586555,190.999988553241,240
"284","NGO0064","SQ2",1199.51364580539,257.834990676973,190.999988553241,240
"285","NGO0064","SQ3",1800.47001250142,386.637322919206,190.999988553241,240
"286","NGO0064","SQ4",1060.96868321527,227.742819979859,190.999988553241,240
"287","NGO0064","SQ5",1385.95268356448,297.407740019534,190.999988553241,240
"288","NGO0064","SQ6",969.818630239493,208.044006704211,190.999988553241,240
"289","NGO0065","SQ1",2176.08870266544,48.8739439073657,1825.99998855324,1875
"290","NGO0065","SQ2",2313.4114477466,52.0142227371699,1825.99998855324,1875
"291","NGO0065","SQ3",2209.16565951094,49.6225110468138,1825.99998855324,1875
"292","NGO0065","SQ4",1901.09526788645,42.6853238304894,1825.99998855324,1875
"293","NGO0065","SQ5",2493.71833957107,55.973676451753,1825.99998855324,1875
"294","NGO0065","SQ6",1676.09958921825,37.6094581918154,1825.99998855324,1875
"295","NGO0066","SQ1",14124.3024489776,464.517544303432,1246.99998855324,1296
"296","NGO0066","SQ2",13006.4736136994,428.216224407851,1246.99998855324,1296
"297","NGO0066","SQ3",15556.944574276,511.692532217179,1246.99998855324,1296
"298","NGO0066","SQ4",12459.8185388366,409.657337568275,1246.99998855324,1296
"299","NGO0066","SQ5",15827.5962544871,520.218410960708,1246.99998855324,1296
"300","NGO0066","SQ6",13226.0772616719,434.57289345172,1246.99998855324,1296
"301","NGO0066a","SQ1",23547.4302106777,1506.5621729992,640.999988553241,690
"302","NGO0066a","SQ2",23246.0434841487,1488.8845638063,640.999988553241,690
"303","NGO0066a","SQ3",23782.7545425606,1521.79220682821,640.999988553241,690
"304","NGO0066a","SQ4",25487.7025119844,1630.22721096555,640.999988553241,690
"305","NGO0066a","SQ5",22081.7853758409,1411.93065346646,640.999988553241,690
"306","NGO0066a","SQ6",19714.0544501612,1260.13176064136,640.999988553241,690
"307","NGO0068","SQ1",6367.42476910367,286.646744132276,910.999988553241,960
"308","NGO0068","SQ2",5104.84469040151,230.056318352343,910.999988553241,960
"309","NGO0068","SQ3",6798.70731714491,306.097087728851,910.999988553241,960
"310","NGO0068","SQ4",5837.64428319317,262.720962425808,910.999988553241,960
"311","NGO0068","SQ5",5616.0563205192,252.668025933046,910.999988553241,960
"312","NGO0068","SQ6",5758.00529741225,258.971347389077,910.999988553241,960
"313","NGO0069","SQ1",15361.0236681943,229.833159244076,2740.99998855324,2790
"314","NGO0069","SQ2",13832.309774306,207.183743524349,2740.99998855324,2790
"315","NGO0069","SQ3",15237.7201364767,228.014351555062,2740.99998855324,2790
"316","NGO0069","SQ4",14391.8008135125,215.269040996909,2740.99998855324,2790
"317","NGO0069","SQ5",19184.1095840063,286.859883138395,2740.99998855324,2790
"318","NGO0069","SQ6",16813.7034264347,251.334656062945,2740.99998855324,2790
"319","NGO0070","SQ1",209784.415384361,11486.6390185549,748.999988553241,798
"320","NGO0070","SQ2",201871.794625958,11065.3163865682,748.999988553241,798
"321","NGO0070","SQ3",274522.783781732,15033.0744054556,748.999988553241,798
"322","NGO0070","SQ4",209157.061725042,11448.9640393781,748.999988553241,798
"323","NGO0070","SQ5",213861.452899453,11702.7494259071,748.999988553241,798
"324","NGO0070","SQ6",182062.507445747,9959.48166558506,748.999988553241,798
"325","NGO0071","SQ1",566.323705848957,52.0752610717251,445.999988553241,495
"326","NGO0071","SQ2",542.23367780645,49.9139159674074,445.999988553241,495
"327","NGO0071","SQ3",408.695647009524,37.5851587037428,445.999988553241,495
"328","NGO0071","SQ4",529.712166437899,48.69457397177,445.999988553241,495
"329","NGO0071","SQ5",588.760007577719,54.1054058385733,445.999988553241,495
"330","NGO0071","SQ6",496.622100509112,45.6235655142436,445.999988553241,495
"331","NGO0072","SQ1",3795.31495471091,169.184885585474,919.999988553241,969
"332","NGO0072","SQ2",3602.10826424383,160.745544106172,919.999988553241,969
"333","NGO0072","SQ3",3980.91651843871,177.478795355436,919.999988553241,969
"334","NGO0072","SQ4",3576.71538621042,159.394022673964,919.999988553241,969
"335","NGO0072","SQ5",3789.15643804955,168.807569993345,919.999988553241,969
"336","NGO0072","SQ6",4387.60940685645,195.406121497554,919.999988553241,969
"337","NGO0073","SQ1",3748.00867856601,251.571215411031,610.999988553241,660
"338","NGO0073","SQ2",3293.53449365003,221.304893600764,610.999988553241,660
"339","NGO0073","SQ3",3899.17738903681,261.747784977544,610.999988553241,660
"340","NGO0073","SQ4",3585.98148824723,240.625866836548,610.999988553241,660
"341","NGO0073","SQ5",3794.13889227447,254.512564694581,610.999988553241,660
"342","NGO0073","SQ6",3814.85420131646,255.820162296165,610.999988553241,660
"343","NGO0078","SQ1",10383.7276138058,125.767346228097,3385.99998855324,3435
"344","NGO0078","SQ2",9369.58391288579,113.606545966425,3385.99998855324,3435
"345","NGO0078","SQ3",10678.0022152461,129.34637985276,3385.99998855324,3435
"346","NGO0078","SQ4",8952.59891790233,108.402087660383,3385.99998855324,3435
"347","NGO0078","SQ5",10982.9899297925,132.944641557587,3385.99998855324,3435
"348","NGO0078","SQ6",10445.4620102365,126.397571362306,3385.99998855324,3435
"349","NGO0079","SQ1",554.159234840268,122.84696619203,184.999988553241,234
"350","NGO0079","SQ2",585.041599738538,129.832987258734,184.999988553241,234
"351","NGO0079","SQ3",460.611040008031,102.120719344723,184.999988553241,234
"352","NGO0079","SQ4",534.345217456306,118.420174125204,184.999988553241,234
"353","NGO0079","SQ5",588.760007577719,130.437902041964,184.999988553241,234
"354","NGO0079","SQ6",446.257123334839,98.8351641291218,184.999988553241,234
"355","NGO0080","SQ1",848.809754828509,224.584747491917,154.999988553241,204
"356","NGO0080","SQ2",763.407941122239,202.206452680148,154.999988553241,204
"357","NGO0080","SQ3",880.352515315109,232.957215813458,154.999988553241,204
"358","NGO0080","SQ4",847.848336368532,224.265245740482,154.999988553241,204
"359","NGO0080","SQ5",858.642944760735,227.048242235027,154.999988553241,204
